price,bedrooms,bathrooms,floors,waterfront,view,zipcode
597750.0,4,2.5,2.0,0,0,98027
570000.0,3,1.75,1.0,0,0,98103
272500.0,3,1.75,1.0,0,0,98038
329950.0,3,1.75,1.0,0,2,98108
480000.0,4,2.5,2.0,0,3,98001
740500.0,3,3.5,2.0,0,0,98117
518500.0,3,3.5,3.0,0,0,98103
205425.0,2,1.0,1.0,0,0,98178
171800.0,4,2.0,1.0,0,0,98168
535000.0,4,1.0,1.5,0,0,98144
660000.0,3,2.5,1.0,0,2,98177
391500.0,3,2.0,1.0,0,0,98034
395000.0,2,1.0,1.0,0,0,98117
445000.0,4,1.75,1.5,0,0,98118
770000.0,3,2.25,2.0,0,0,98052
1450000.0,4,2.75,1.5,0,0,98004
445000.0,3,2.25,1.0,0,2,98178
260000.0,4,2.25,1.0,0,0,98023
822500.0,5,3.5,2.0,0,0,98103
430000.0,4,2.5,2.0,0,0,98065
212000.0,3,1.75,1.0,0,0,98092
660500.0,4,2.25,1.0,0,0,98027
784000.0,3,3.5,1.5,0,0,98052
453246.0,3,2.5,2.0,0,0,98029
675000.0,4,3.5,3.0,0,0,98107
199000.0,3,1.75,1.0,0,0,98003
220000.0,4,1.75,1.0,0,0,98003
452000.0,4,2.25,1.0,0,0,98028
382500.0,2,1.0,1.0,0,0,98125
519950.0,3,2.25,3.0,0,0,98107
665000.0,2,1.0,1.0,0,0,98119
527700.0,5,2.5,1.0,0,0,98006
205000.0,3,1.0,1.0,0,0,98058
420000.0,3,1.0,1.0,0,0,98133
500000.0,4,2.25,1.0,0,0,98006
921500.0,4,2.5,2.0,0,0,98077
890000.0,4,1.0,2.0,0,0,98109
430000.0,2,2.5,2.0,0,0,98027
258000.0,5,2.0,1.0,0,0,98032
511000.0,3,1.0,1.0,0,0,98103
532170.0,3,2.0,2.0,0,0,98103
560000.0,3,1.0,1.5,0,0,98107
282950.0,3,1.0,1.0,0,0,98003
2250000.0,4,3.25,2.0,0,3,98006
350000.0,1,1.0,1.0,0,0,98115
215000.0,3,1.0,1.0,0,0,98058
650000.0,5,3.5,2.0,0,0,98056
320000.0,4,2.75,1.0,0,0,98023
247000.0,3,2.0,1.5,0,0,98022
320000.0,4,1.75,1.0,0,0,98059
255000.0,5,2.25,1.0,0,0,98146
438000.0,3,1.75,1.0,0,0,98034
900000.0,3,2.5,2.0,0,0,98075
441000.0,3,2.75,1.0,0,0,98034
420000.0,3,2.0,1.0,0,0,98027
370000.0,3,1.75,1.0,0,0,98034
269950.0,2,1.75,1.0,0,0,98198
807100.0,4,2.5,2.0,0,0,98006
653000.0,3,2.5,1.0,0,0,98034
371500.0,3,2.0,1.0,0,0,98133
284000.0,3,1.75,1.0,0,0,98166
272000.0,3,1.75,1.0,0,0,98023
313000.0,3,1.5,1.5,0,0,98133
917500.0,4,2.5,2.0,0,0,98033
673000.0,4,2.25,2.0,0,0,98006
425000.0,3,2.5,2.0,0,0,98122
399950.0,5,2.75,1.0,0,0,98144
385000.0,3,1.0,1.0,0,0,98122
269950.0,3,1.5,1.0,0,2,98022
330000.0,2,1.0,1.0,0,0,98177
260000.0,3,2.5,2.0,0,0,98030
470000.0,4,3.0,1.5,0,0,98126
589000.0,4,3.0,2.0,0,0,98034
163500.0,2,1.5,2.0,0,0,98038
835000.0,4,2.75,2.0,0,0,98052
1095000.0,5,3.0,1.0,0,2,98033
269000.0,4,1.75,1.0,0,0,98023
560000.0,3,2.5,2.0,0,0,98074
615000.0,4,1.0,1.5,0,0,98103
585188.0,3,2.25,1.0,0,0,98052
305000.0,3,1.75,1.0,0,0,98034
166950.0,3,1.0,1.0,0,0,98058
799000.0,3,2.5,1.0,0,0,98040
400000.0,3,2.5,1.0,0,0,98133
230000.0,3,1.0,1.0,0,0,98155
256883.0,3,2.5,2.0,0,0,98023
423000.0,4,2.0,1.5,0,0,98108
465000.0,3,2.5,2.0,0,0,98126
440000.0,3,2.5,2.0,0,0,98024
385000.0,3,1.75,1.0,0,0,98038
210000.0,3,1.0,1.0,0,0,98056
297000.0,3,2.5,2.0,0,0,98042
470000.0,3,1.0,1.0,0,0,98107
226500.0,3,1.5,1.0,0,0,98023
274250.0,3,1.0,1.0,0,0,98059
840000.0,4,1.75,1.0,0,0,98040
677900.0,3,2.5,2.0,0,0,98052
425000.0,3,1.0,1.0,0,0,98116
180250.0,2,0.75,1.0,0,0,98166
464000.0,6,3.0,2.0,0,0,98133
320000.0,4,2.25,2.0,0,0,98038
625504.0,3,2.25,2.0,0,0,98105
592500.0,4,2.5,1.0,0,0,98074
465000.0,3,2.5,2.0,0,0,98001
477000.0,4,2.75,2.0,0,0,98118
280000.0,2,1.0,1.0,0,0,98168
1505000.0,5,3.0,1.0,0,3,98040
445838.0,3,2.5,2.0,0,0,98146
1072000.0,2,2.25,1.0,0,3,98144
467000.0,2,1.5,1.0,0,0,98177
686000.0,4,2.5,2.0,0,0,98075
279950.0,3,2.0,1.0,0,0,98198
527000.0,4,2.25,2.0,0,0,98011
325000.0,3,2.25,1.0,0,0,98030
328000.0,3,2.25,2.0,0,0,98038
390000.0,3,2.25,1.0,0,0,98146
479950.0,2,2.0,1.0,0,0,98053
264950.0,4,2.25,1.0,0,0,98023
235000.0,3,1.0,1.0,0,0,98031
516500.0,3,2.5,2.0,0,0,98053
655000.0,2,1.75,2.0,1,4,98166
500000.0,4,2.75,1.0,0,0,98059
315000.0,6,2.75,1.0,0,0,98023
213000.0,2,1.0,1.0,0,0,98024
475000.0,3,1.5,1.5,0,0,98108
1025000.0,5,4.0,2.0,0,0,98033
416000.0,3,2.0,1.0,0,0,98010
410000.0,4,1.0,1.5,0,0,98122
800000.0,3,3.5,2.0,0,0,98077
472000.0,6,2.5,1.0,0,2,98003
225000.0,3,1.75,1.0,0,0,98003
210000.0,2,1.0,1.0,0,0,98126
455000.0,2,1.0,1.5,0,0,98115
225000.0,3,1.0,1.0,0,0,98002
480000.0,2,1.0,1.0,0,2,98103
363000.0,3,2.5,2.0,0,0,98023
2400000.0,4,2.5,1.0,1,4,98074
181000.0,2,1.5,1.0,0,0,98106
250000.0,4,2.0,1.0,0,0,98002
481000.0,3,1.75,1.0,0,0,98103
260000.0,3,2.0,1.0,0,0,98032
455000.0,4,2.5,2.0,0,0,98058
415000.0,3,2.25,2.0,0,0,98045
349500.0,3,1.0,1.0,0,0,98118
245000.0,3,2.5,2.0,0,0,98030
592500.0,2,2.0,1.5,0,2,98115
385000.0,4,1.75,1.0,0,0,98106
315000.0,3,1.75,1.0,0,0,98059
255000.0,3,1.0,1.0,0,0,98045
693000.0,4,2.5,2.0,0,0,98052
780000.0,3,1.0,1.5,0,0,98112
237000.0,3,1.75,1.0,0,0,98198
525000.0,3,2.25,2.0,0,0,98074
425000.0,2,1.0,1.0,0,0,98144
369900.0,1,0.75,1.0,1,4,98070
290000.0,4,2.5,2.0,0,0,98031
285000.0,3,1.0,1.0,0,0,98106
415000.0,2,1.0,1.0,0,0,98115
272500.0,3,2.5,1.0,0,0,98023
2900000.0,4,3.25,1.5,0,2,98004
1365000.0,4,4.75,2.0,0,0,98077
436000.0,2,1.0,1.0,0,0,98133
210000.0,3,1.0,1.0,0,0,98003
236000.0,3,1.0,1.0,0,0,98178
331000.0,3,1.75,1.0,0,0,98199
365000.0,3,2.5,2.0,0,0,98031
450000.0,3,2.0,1.0,0,0,98058
770000.0,4,2.75,2.0,0,0,98028
455000.0,4,2.5,1.0,0,0,98038
405000.0,3,1.75,1.0,0,0,98118
304900.0,4,1.75,1.0,0,0,98031
170000.0,2,1.0,1.0,0,0,98178
2050000.0,5,3.0,2.0,0,1,98122
780000.0,4,2.5,2.0,0,0,98053
330000.0,3,3.0,1.0,0,0,98028
370000.0,4,2.5,2.0,0,0,98030
467000.0,5,2.25,1.0,0,0,98072
405000.0,3,1.75,1.0,0,0,98034
675000.0,5,2.25,1.0,0,0,98006
500000.0,2,1.0,1.0,0,0,98006
389999.0,4,2.5,2.0,0,0,98166
630000.0,4,1.75,1.0,0,2,98034
360000.0,4,2.5,2.0,0,0,98001
580000.0,4,3.0,2.0,0,0,98056
550000.0,3,2.0,2.0,0,3,98126
879000.0,4,2.5,2.0,0,0,98075
265000.0,3,2.0,1.0,0,0,98042
446500.0,3,2.5,2.0,0,0,98059
404000.0,3,1.5,1.0,0,0,98108
267500.0,3,1.75,1.0,0,2,98188
3075000.0,4,5.0,1.0,1,4,98074
335000.0,3,2.5,2.0,0,0,98003
576000.0,3,2.5,1.0,0,0,98117
208633.0,3,2.5,2.0,0,0,98038
315000.0,3,2.25,1.0,0,0,98166
725000.0,3,1.75,1.0,0,0,98112
550000.0,4,2.75,1.0,0,0,98177
610750.0,4,2.25,2.0,0,0,98074
550700.0,2,1.0,1.5,0,0,98105
665000.0,4,2.75,2.0,0,0,98056
834000.0,4,2.5,1.5,0,2,98144
201000.0,5,1.75,1.5,0,0,98065
2384000.0,5,2.5,2.0,0,4,98119
1384000.0,4,3.25,1.0,0,3,98006
1400000.0,4,3.25,1.0,0,3,98006
305000.0,4,2.25,1.0,0,0,98058
487000.0,3,2.0,1.0,0,0,98133
390000.0,3,2.5,1.0,0,0,98042
548000.0,2,1.0,1.0,0,0,98103
268750.0,4,1.0,1.0,0,0,98166
819900.0,5,2.75,2.0,0,0,98052
520000.0,3,2.25,2.0,0,0,98027
230000.0,3,2.0,1.0,0,0,98001
240000.0,3,1.75,1.0,0,0,98023
232000.0,2,1.0,1.0,0,0,98146
240500.0,2,1.0,1.0,0,0,98146
274975.0,3,2.5,2.0,0,0,98077
740000.0,4,2.0,1.5,0,0,98102
186375.0,3,1.0,1.0,0,0,98166
790000.0,3,2.25,1.0,0,0,98005
880000.0,4,3.5,2.0,0,0,98105
279000.0,6,1.75,2.0,0,0,98198
295000.0,3,2.0,1.0,0,2,98022
640000.0,2,1.0,1.0,0,0,98103
940000.0,4,2.0,2.0,0,0,98040
260000.0,4,2.5,2.0,0,0,98038
559900.0,3,2.75,1.0,0,0,98072
791500.0,4,2.0,1.5,0,0,98103
265000.0,3,1.75,1.0,0,0,98133
245000.0,3,1.75,1.0,0,0,98178
485000.0,4,1.75,2.0,0,0,98052
684000.0,4,3.5,2.0,0,0,98059
425000.0,3,1.75,1.0,0,0,98125
309600.0,4,1.75,1.0,0,0,98070
552250.0,4,2.5,2.0,0,0,98065
165000.0,4,1.0,1.0,0,0,98178
239900.0,4,1.0,1.0,0,0,98178
320000.0,2,1.0,1.0,0,0,98059
206600.0,3,2.0,1.0,0,0,98030
387000.0,4,1.75,1.0,0,0,98155
299000.0,1,0.75,1.0,0,0,98014
855000.0,4,2.75,2.0,0,0,98040
315000.0,3,1.0,1.0,0,0,98166
437500.0,2,1.0,1.0,0,2,98103
252000.0,4,1.5,1.0,0,0,98001
375000.0,4,1.75,1.0,0,0,98118
300000.0,4,2.5,2.0,0,0,98038
420000.0,4,1.0,1.5,0,0,98006
900000.0,3,1.0,1.0,0,0,98033
679900.0,3,2.5,2.0,0,2,98116
463000.0,3,2.5,2.0,0,0,98053
380000.0,5,2.5,2.0,0,0,98059
329500.0,4,2.5,2.0,0,0,98038
604950.0,3,2.5,1.0,0,0,98033
795000.0,5,2.5,1.0,0,2,98006
465000.0,3,2.0,2.0,0,0,98045
673000.0,4,2.5,2.0,0,0,98166
810000.0,4,2.5,2.0,0,0,98074
785000.0,4,2.75,1.0,0,0,98075
338000.0,4,3.0,1.0,0,0,98056
280000.0,3,2.25,2.0,0,0,98056
315000.0,4,2.25,1.0,0,0,98133
530000.0,4,2.25,1.0,0,0,98133
380000.0,5,3.0,2.0,0,0,98023
297000.0,3,2.25,2.0,0,0,98056
730000.0,4,2.5,2.0,0,0,98075
450000.0,3,1.75,1.0,0,0,98125
275000.0,3,3.0,1.0,0,0,98038
595000.0,4,2.0,2.0,0,0,98115
435000.0,3,1.5,1.5,0,0,98144
270000.0,2,1.5,1.0,0,0,98011
950000.0,3,3.0,2.0,0,0,98077
389000.0,4,2.25,2.0,0,0,98019
560000.0,4,2.25,1.0,0,0,98052
1350000.0,5,3.5,2.0,0,2,98006
799000.0,4,2.25,2.0,0,0,98040
365500.0,3,2.0,1.0,0,0,98072
252350.0,3,2.0,1.0,0,0,98058
403950.0,4,2.5,2.0,0,0,98146
385000.0,4,1.5,1.0,0,0,98177
345000.0,4,1.0,1.5,0,0,98106
490000.0,3,2.75,2.0,0,0,98008
330000.0,3,2.5,2.0,0,0,98019
927000.0,4,2.75,2.0,0,0,98004
1118000.0,4,2.5,2.0,0,1,98040
330000.0,2,1.0,1.0,0,0,98028
530000.0,5,2.25,1.0,0,0,98008
365000.0,4,2.0,1.0,0,0,98006
378750.0,3,2.5,1.5,0,0,98118
269900.0,4,1.75,1.5,0,0,98058
557000.0,3,3.5,2.0,0,0,98122
360000.0,4,1.75,1.0,0,0,98022
352000.0,2,1.0,1.0,0,0,98117
437000.0,3,2.5,2.0,0,0,98045
322500.0,4,2.5,2.0,0,0,98038
650000.0,3,3.25,2.0,0,0,98116
450000.0,3,2.0,3.0,0,0,98103
278500.0,3,2.0,1.0,0,0,98092
364950.0,4,2.5,2.0,0,0,98055
840000.0,4,3.5,1.0,0,4,98038
268000.0,3,2.5,2.0,0,0,98031
517534.0,2,1.0,1.0,0,0,98070
632925.0,3,2.5,2.0,0,0,98077
577500.0,3,2.5,2.0,0,0,98034
339000.0,4,1.5,1.5,0,2,98178
570000.0,3,1.75,1.0,0,0,98052
563500.0,4,1.75,1.0,0,0,98024
423000.0,4,2.25,1.0,0,0,98133
355000.0,3,2.25,2.0,0,0,98019
1550000.0,5,4.25,2.0,0,0,98024
482000.0,2,1.0,1.0,0,0,98103
625000.0,3,1.75,1.0,0,0,98006
538000.0,3,2.5,2.0,0,0,98056
380000.0,3,2.5,2.0,0,0,98058
375000.0,2,1.0,1.0,0,0,98122
245000.0,3,2.5,1.0,0,0,98038
310000.0,5,1.75,1.0,0,0,98166
1300000.0,3,2.0,1.0,0,0,98004
397000.0,4,2.0,1.0,0,0,98034
365000.0,3,2.5,2.0,0,0,98058
328500.0,4,3.0,2.0,0,0,98042
988000.0,4,3.0,2.0,0,0,98052
1000000.0,4,2.5,1.5,0,0,98103
237000.0,3,2.5,2.0,0,0,98055
525000.0,4,2.5,2.0,0,0,98011
749000.0,4,2.5,1.0,0,0,98006
722500.0,5,2.5,2.0,0,0,98074
843000.0,3,2.5,2.0,0,0,98052
438000.0,2,2.0,3.0,0,0,98115
578000.0,3,1.75,1.0,0,2,98146
227950.0,3,1.5,1.0,0,0,98001
196000.0,3,2.25,2.0,0,0,98001
641000.0,2,1.0,1.0,0,0,98105
350000.0,3,1.5,1.0,0,0,98038
205000.0,3,1.0,1.0,0,0,98032
400000.0,3,1.75,1.0,0,0,98072
1030000.0,3,2.5,1.0,0,0,98027
505000.0,3,2.0,1.0,0,0,98034
475000.0,5,2.5,1.0,0,0,98034
520000.0,3,2.25,1.0,0,0,98028
1450000.0,3,4.5,2.0,0,2,98034
333500.0,3,1.75,1.0,0,0,98011
232000.0,3,1.0,1.0,0,0,98038
691100.0,3,2.75,1.0,0,0,98006
811000.0,3,1.75,1.0,0,0,98040
551000.0,3,2.5,2.0,0,0,98028
496500.0,3,2.5,2.0,0,0,98072
705000.0,3,3.0,2.0,1,3,98070
578000.0,4,2.5,1.0,0,2,98055
255000.0,3,1.75,1.0,0,0,98042
1050000.0,4,3.5,2.0,0,0,98006
348000.0,3,2.25,2.0,0,0,98042
230000.0,3,2.0,2.0,0,0,98031
359500.0,4,2.25,2.0,0,0,98023
330000.0,3,1.0,1.0,0,0,98133
80000.0,1,0.75,1.0,0,0,98014
465000.0,3,1.75,1.0,0,0,98133
325000.0,4,2.5,2.0,0,0,98042
340500.0,3,2.0,1.0,0,0,98168
342500.0,3,2.5,2.0,0,0,98038
290900.0,2,2.0,2.0,0,0,98178
868700.0,3,4.25,2.0,0,0,98074
1199000.0,4,2.75,2.0,0,1,98125
1150000.0,4,3.25,2.0,0,0,98074
859900.0,4,2.75,2.0,0,0,98074
520000.0,4,2.25,2.0,0,0,98029
460000.0,3,2.5,2.0,0,2,98118
438924.0,3,1.5,1.0,0,0,98115
315000.0,2,1.0,1.0,0,0,98126
590000.0,4,2.75,1.0,0,2,98033
378500.0,4,1.75,1.0,0,0,98006
328500.0,3,2.5,2.0,0,0,98042
849950.0,3,3.0,2.0,0,0,98005
525000.0,3,1.5,1.0,0,2,98136
1385000.0,4,3.25,2.5,0,0,98074
295000.0,4,2.5,1.0,0,0,98023
1067000.0,6,3.5,2.0,0,0,98006
207950.0,2,2.0,1.0,0,0,98118
699900.0,4,2.75,2.0,0,0,98075
1280000.0,5,2.5,2.0,0,1,98027
452000.0,4,1.5,1.0,0,0,98052
370000.0,3,2.0,1.0,0,1,98055
232000.0,3,1.75,1.0,0,0,98042
669950.0,5,2.5,2.0,0,0,98034
397500.0,3,2.0,1.0,0,0,98034
490000.0,2,2.5,2.0,0,0,98112
725000.0,4,2.0,2.0,0,0,98116
299000.0,3,2.75,1.0,0,2,98032
625000.0,2,1.5,1.5,0,0,98116
437500.0,3,2.5,2.0,0,0,98065
650000.0,4,2.5,2.0,0,0,98065
475000.0,2,1.0,1.0,0,0,98117
342000.0,3,2.0,1.0,0,0,98042
1197350.0,4,2.5,2.0,0,0,98033
280000.0,3,1.5,1.0,0,0,98055
240000.0,2,1.75,1.0,0,0,98188
529000.0,3,1.0,1.5,0,0,98107
442000.0,3,1.0,1.0,0,0,98136
615000.0,2,1.0,1.0,0,0,98119
1485000.0,4,3.75,2.0,0,0,98033
585000.0,4,1.75,1.0,0,0,98052
480000.0,4,2.5,2.0,0,0,98059
1095000.0,5,3.5,2.0,0,0,98053
290000.0,4,1.0,1.5,0,0,98133
615000.0,3,1.75,1.0,0,0,98116
300000.0,2,1.0,1.0,0,0,98133
308000.0,3,1.0,1.5,0,0,98030
750000.0,3,2.5,2.0,0,0,98033
2250000.0,4,2.25,2.5,0,0,98112
890000.0,4,3.25,2.0,0,0,98059
288000.0,3,1.0,1.0,0,0,98058
190000.0,2,1.0,1.0,0,0,98178
515000.0,5,3.0,1.0,0,0,98133
235000.0,4,1.5,1.0,0,0,98055
275000.0,2,1.0,1.0,0,0,98126
727500.0,2,2.0,1.0,0,0,98004
650000.0,4,2.5,2.0,0,0,98053
1600000.0,6,5.0,2.0,0,3,98024
365000.0,4,1.0,1.5,0,0,98125
662000.0,3,1.75,1.0,0,0,98052
270500.0,3,2.5,1.0,0,0,98038
200000.0,2,1.5,2.0,0,0,98092
970000.0,4,3.25,2.0,0,0,98075
160000.0,3,1.5,1.0,0,0,98198
204000.0,3,1.0,1.0,0,0,98010
358000.0,3,2.25,2.0,0,0,98058
452000.0,4,1.75,1.0,0,0,98011
595000.0,2,2.0,1.0,0,0,98103
249000.0,3,2.0,1.0,0,0,98042
346900.0,4,2.5,2.0,0,0,98055
2125000.0,3,2.5,2.0,1,4,98166
280000.0,4,2.5,2.0,0,0,98056
318888.0,4,1.75,1.0,0,0,98032
530000.0,3,2.25,1.0,0,0,98075
375000.0,3,2.25,2.0,0,0,98031
910000.0,4,2.5,2.0,0,0,98052
782000.0,4,2.5,2.0,0,0,98006
259950.0,2,2.0,2.0,0,0,98106
315000.0,4,2.75,1.0,0,0,98058
215000.0,2,1.0,1.0,0,0,98168
705000.0,3,1.75,1.0,0,2,98040
1450000.0,3,3.0,2.0,0,3,98199
451000.0,3,1.75,2.0,0,0,98155
261000.0,2,1.0,1.0,0,0,98055
396000.0,3,1.5,1.0,0,0,98028
725000.0,4,2.5,2.0,0,3,98059
1950000.0,7,3.5,2.0,0,1,98040
238000.0,4,1.0,1.5,0,0,98188
750000.0,6,1.75,2.0,0,0,98052
331500.0,4,2.5,2.0,0,0,98042
460000.0,4,3.0,1.0,0,0,98065
404950.0,4,2.25,1.0,0,0,98092
880000.0,3,2.5,2.0,0,0,98103
863000.0,4,2.5,2.0,0,0,98074
638700.0,3,1.75,1.0,0,0,98005
435000.0,3,2.5,2.0,0,0,98053
260000.0,3,1.0,1.5,0,0,98178
671500.0,5,2.75,1.5,0,0,98105
610000.0,3,1.0,1.5,0,0,98109
405000.0,2,0.75,1.0,0,0,98014
338900.0,4,2.5,2.0,0,0,98038
720000.0,4,4.0,2.0,0,0,98075
442000.0,5,3.0,1.5,0,0,98108
650000.0,5,2.75,1.5,0,0,98122
263500.0,3,1.75,1.0,0,0,98058
300000.0,2,1.0,1.0,0,0,98038
266000.0,3,2.5,2.0,0,0,98002
930000.0,4,4.0,2.5,0,2,98077
530000.0,4,2.5,2.0,0,0,98028
180000.0,3,1.0,1.0,0,0,98023
619000.0,3,2.5,2.0,0,0,98065
264000.0,3,1.5,1.0,0,0,98003
730000.0,2,2.25,1.5,0,4,98116
439000.0,4,2.25,2.0,0,0,98034
268500.0,4,1.75,1.0,0,0,98031
330000.0,3,1.75,1.0,0,0,98045
640000.0,3,2.5,1.5,0,0,98122
900000.0,3,2.5,2.0,0,0,98074
370000.0,3,2.25,2.0,0,0,98038
685000.0,3,2.0,1.5,0,0,98144
505000.0,3,1.5,1.0,0,0,98053
265000.0,3,1.75,1.0,0,0,98022
290000.0,3,2.5,2.0,0,0,98055
296000.0,4,2.5,2.0,0,0,98038
360000.0,4,2.5,2.0,0,0,98178
240500.0,3,1.75,1.0,0,0,98168
372500.0,2,2.5,2.0,0,0,98126
595000.0,3,2.5,2.0,0,2,98045
515000.0,4,3.0,2.0,0,0,98023
1220000.0,4,2.25,2.0,0,0,98040
507000.0,2,1.75,1.0,0,0,98053
399950.0,4,2.0,1.0,0,0,98092
185000.0,3,1.75,2.0,0,0,98010
460000.0,3,1.75,1.0,0,0,98052
435500.0,3,2.25,2.0,0,0,98029
469000.0,4,2.75,1.0,0,0,98188
531000.0,2,3.0,2.0,0,0,98103
443500.0,2,1.0,1.0,0,0,98177
223000.0,3,2.0,1.0,0,0,98042
590000.0,4,3.5,2.0,0,0,98028
340000.0,2,2.5,3.0,0,0,98103
650000.0,3,2.0,1.0,0,0,98199
533600.0,3,2.5,2.0,0,0,98029
695000.0,3,2.75,2.0,0,0,98074
242000.0,3,1.75,1.5,0,0,98031
425000.0,3,2.25,1.0,0,0,98125
525000.0,3,2.25,2.0,0,0,98052
485000.0,3,2.5,2.0,0,0,98029
175000.0,3,1.0,1.0,0,0,98045
210000.0,3,2.0,1.0,0,0,98092
260000.0,3,2.5,2.0,0,0,98031
577000.0,3,2.5,1.0,0,0,98116
200000.0,3,1.5,1.0,0,0,98002
605000.0,2,1.75,1.0,0,0,98117
325000.0,3,1.0,1.0,0,0,98133
289500.0,3,1.0,1.0,0,0,98178
559950.0,3,2.5,3.0,0,0,98144
1042500.0,3,1.75,1.0,0,1,98115
543500.0,3,2.25,1.0,0,0,98199
480000.0,4,2.25,2.0,0,0,98042
218000.0,3,1.0,1.0,0,0,98022
